"Project","MethodIndex","Method","Count","Tests"
"karate","11","io.karatelabs.parser.BaseLexer.tokenize(BaseLexer)","2","io.karatelabs.core.StepMatchTest.testMatchSchemaValidation [karate-core],io.karatelabs.core.OutlineTest.testEmptyCellPlaceholderSubstitution [karate-core]"
"karate","12","io.karatelabs.common.Xml.getTextValueByPath(Node,String)","2","io.karatelabs.common.XmlXpathTest.testSetByPath [karate-js],io.karatelabs.common.XmlXpathTest.testGetTextValueByPath [karate-js]"
"karate","13","io.karatelabs.http.PkceGenerator.generateCodeVerifier()","2","io.karatelabs.http.AuthorizationCodeAuthHandlerTest.testTokenExchangeFailure [karate-core],io.karatelabs.http.AuthorizationCodeAuthHandlerTest.testPortStringConfiguration [karate-core]"
"karate","14","io.karatelabs.output.HttpLogger.logHeaders(StringBuilder,int,String,Map<String,List<String>>)","2","io.karatelabs.http.ServerIntegrationTest.testJsAndTemplateIntegration [karate-core],io.karatelabs.http.ServerIntegrationTest.testSimpleObjectMethodWithArg [karate-core]"
"karate","15","io.karatelabs.http.DefaultHttpClientFactory.create()","2","io.karatelabs.core.mock.MockE2eTest.testXmlRequestDocstring [karate-core],io.karatelabs.core.mock.MockE2eTest.testFormFieldPost [karate-core]"
"karate","16","io.karatelabs.common.Xml.toXmlDoc(String,boolean)","2","io.karatelabs.common.XmlXpathTest.testGetNodeByPath [karate-js],io.karatelabs.core.StepXmlTest.testKarateLog [karate-core]"
"karate","17","io.karatelabs.markup.HtmlTemplateResolver.resolveTemplate(IEngineConfiguration,String,String,Map<String,Object>)","2","io.karatelabs.http.DemoAppTest.testKaConfirm [karate-core],io.karatelabs.http.ServerIntegrationTest.testJsModifiesResponseThenTemplate [karate-core]"
"karate","18","io.karatelabs.common.DataUtils.fromCsv(String)","1","io.karatelabs.common.DataUtilsTest.testFromCsv [karate-core]"
"karate","19","io.karatelabs.http.InMemorySessionStore.create(int)","1","io.karatelabs.http.ServerMarkupContextTest.testInit [karate-core]"
"karate","20","io.karatelabs.common.Xml.compile(String)","1","io.karatelabs.core.StepXmlTest.testSetXmlWithMultiColumnIndexedTable [karate-core]"
"karate","21","io.karatelabs.common.FileUtils.toBytes(String)","1","io.karatelabs.http.DemoAppTest.testThEach [karate-core]"
"karate","22","io.karatelabs.core.ScenarioLockManager.acquire(Scenario)","1","io.karatelabs.core.StepDataTypesTest.testSetNested [karate-core]"
"karate","23","io.karatelabs.common.Xml.getNodeByPath(Node,String,boolean)","1","io.karatelabs.common.XmlXpathTest.testSetByPath [karate-js]"
"karate","24","io.karatelabs.parser.JsLexer.keywordOrIdent(int,int)","1","io.karatelabs.js.EvalTest.testDotExpressionOptional [karate-js]"
"karate","25","io.karatelabs.common.PathResource.getUri()","1","io.karatelabs.core.upload.UploadE2eTest.testMultipartFileUploadAndGetBytes [karate-core]"
"karate","26","io.karatelabs.parser.JsLexer.nextToken()","1","io.karatelabs.markup.MarkupTest.testJavaInteropDateFormatting [karate-core]"
"karate","27","io.karatelabs.common.DataUtils.fromYaml(String)","1","io.karatelabs.common.DataUtilsTest.testFromYamlList [karate-core]"
"karate","28","io.karatelabs.gherkin.GherkinParser.transformScenario(Feature,Node,List<Tag>)","1","io.karatelabs.core.parallel.ParallelTest.testCallonceFeatureIsolation [karate-core]"
"karate","29","io.karatelabs.parser.BaseParser.enter(NodeType)","1","io.karatelabs.core.mock.MockE2eTest.testCookieJarInheritedByCalledFeature [karate-core]"
"karate","30","io.karatelabs.common.Xml.newDocument()","1","io.karatelabs.core.StepXmlTest.testGetXmlXpath [karate-core]"
"karate","31","io.karatelabs.parser.BaseLexer.advance()","1","io.karatelabs.core.mock.MockE2eTest.testMultiValueHeaderUsingFunctionCall [karate-core]"
"karate","32","io.karatelabs.common.Resource.urlToPath(URL,Path)","1","io.karatelabs.common.ResourceTest.testScanClasspathFromJarDifferentExtensions [karate-js]"
"karate","33","io.karatelabs.core.Globals.loadVersion()","1","io.karatelabs.output.JunitXmlWriterTest.testJunitXmlWithStepLogs [karate-core]"
"karate","34","io.karatelabs.output.Console.detectColorSupport()","1","io.karatelabs.core.mock.MockE2eTest.testParamsWithMixedValues [karate-core]"
"karate","35","io.karatelabs.parser.JsLexer.scanSingleString()","1","io.karatelabs.core.StepHttpTest.testRequestWithNestedEmbeddedExpressions [karate-core]"
"karate","36","io.karatelabs.common.Xml.toObject(Node,boolean)","1","io.karatelabs.core.StepXmlTest.testCdataWithXmlEmbeddedExpression [karate-core]"
"karate","37","io.karatelabs.parser.JsLexer.scanIdentifier()","1","io.karatelabs.core.mock.MockE2eTest.testXmlRequestWithVariable [karate-core]"
"karate","38","io.karatelabs.http.HttpServer.stopAndWait()","1","com.intuit.karate.V1CompatTest.testMockServerV1ArgMultiple [karate-core]"
"karate","39","io.karatelabs.parser.BaseLexer.peek(int)","1","io.karatelabs.core.mock.MockE2eTest.testParamExistsFallback [karate-core]"
"karate","40","io.karatelabs.http.AuthorizationCodeAuthHandler.performAuthorizationFlow(HttpRequestBuilder)","1","io.karatelabs.http.AuthorizationCodeAuthHandlerTest.testMissingTokenUrl [karate-core]"
"karate","41","io.karatelabs.match.Match.evaluate(Object,Context,BiConsumer<Context,Result>)","1","io.karatelabs.match.MatchTest.testEachWithMagicVariables [karate-core]"
"karate","42","io.karatelabs.driver.PooledDriverProvider.shutdown()","1","io.karatelabs.core.StepMatchTest.testMatchContainsAny [karate-core]"
"karate","43","io.karatelabs.output.HtmlReportListener.ensureResourcesCopied()","1","io.karatelabs.output.JunitXmlWriterTest.testJunitXmlEscapesSpecialCharacters [karate-core]"
"karate","44","io.karatelabs.core.StepResult.toJson()","1","io.karatelabs.core.RunnerTest.testRunnerWithLineNumberFilterScenarioOutline [karate-core]"
"karate","45","io.karatelabs.core.JsonLinesEventWriter.writeLine(String)","1","io.karatelabs.output.HtmlReportWriterTest.testHtmlReportGeneration [karate-core]"
"karate","46","io.karatelabs.gherkin.GherkinParser.transformStep(Feature,Scenario,int,Node)","1","io.karatelabs.core.mock.MockE2eTest.testPathEncodingSpecialCharacters [karate-core]"
"karate","47","io.karatelabs.parser.JsParser.statement(boolean)","1","io.karatelabs.gatling.GatlingDslTest.testMethodPause [karate-gatling]"
"karate","48","io.karatelabs.output.Console.stripAnsi(String)","1","io.karatelabs.output.HtmlReportWriterTest.testHtmlReportGeneration [karate-core]"
"karate","49","io.karatelabs.http.ServerRequestHandler.apply(HttpRequest)","1","io.karatelabs.http.DemoAppTest.testFormPostWithRedirect [karate-core]"
